MovieTitle,ReleaseYear,RunTime,Genres,DirectorName,Rating,Studio,OriginCountry,OriginalLanguage,cast
Vinnaithaandi Varuvaayaa,2010,157 mins   More at IMDb TMDB  Report this page,"Drama, Romance",Gautham Vasudev Menon,3.71 out of 5,Escape Artists Motion Pictures,India,Tamil,"Silambarasan, Trisha Krishnan, VTV Ganesh, Babu Antony, Lakshmi Ramakrishnan, Kitty, Uma Padmanabhan, Pradeep Kottayam, Lenaa, Sudheesh, Janani Iyer, Samantha Ruth Prabhu, Naga Chaitanya Akkineni, K. S. Ravikumar, Subbalakshmi"
Pebbles,2021,74 mins   More at IMDb TMDB  Report this page,Drama,P. S. Vinothraj,3.52 out of 5,Rowdy Pictures,India,Tamil,"Chella Pandi, Karuththadaiyaan"
Golmaal – Fun Unlimited,2006,150 mins   More at IMDb TMDB  Report this page,"Comedy, Family",Rohit Shetty,3.40 out of 5,K Sera Sera Limited,India,Hindi,"Ajay Devgn, Arshad Warsi, Sharman Joshi, Tusshar Kapoor, Paresh Rawal, Sushmita Mukherjee, Rimi Sen, Mukesh Tiwari, Vrajesh Hirjee, Sanjay Mishra, Manoj Joshi"
Tell It Like a Woman,2022,112 mins   More at IMDb TMDB  Report this page,"Drama, Comedy, Action",Catherine Hardwicke,1.76 out of 5,We Do It Together,India,English,"Jennifer Hudson, Pauletta Washington, Cara Delevingne, Marcia Gay Harden, Eva Longoria, Anne Watanabe, Margherita Buy, Jacqueline Fernandez, Ayesha Harris, Katia Gomez, Danielle Pinnock, Alex Bentley, Alex Alexander, Naté Jones, Gabriel Ellis, Mayra Lara, Diana Kerimtayeva, Regan Ducasse, My-Ishia Cason-Brown, Jewel Hargrove, Erin Flynn, Millie Fong, Denise Yelich, Zary Alozian, Paricia Polucki, Nadine Lee, Eloho Josephine Okujeni, Chimeka Crawford, Rochelle Boyd, Alexa Hale, Nikelola Balogun, Wendy Gutierrez, Kent McGuire, Andy Price, Bruce Van Patten, Jasmine Luv, Jesse Garcia, Brandon Win, Leonor Varela, Eudora Toto, Chabeli Sastre González, Blas Roca-Rey, Antonello Fassari, Mattia Sbragia, Andrea Vergoni, Aurora Menenti, Lewis De Pascalis, Anna Kloczynska Katarzyna, Flaminia Sartini, Ignazio Dolce, Holly Gilliam, Sergio Pierce, Alex Pierce, Wayne Price, Koki Yuda, Itsuki Itagaki, Mikan Ogino, Shiho Sasaki, Akane Motomatsu, Erika Osanai, Tsunekazu Ebihara, Jennifer Ulrich, Iacopo Ricciotti, Maxim Mehmet, Morris Sarra, Gabriele Coppola, Maria Torres, Kartikeya Sharma, Shirin Bano Ansari, Anjali Lama, Mahesh Balraj, Avantika Akerkar, Aseem Bajaj, Leena Yadav, Neha Krishan Vij, Anubhav Chopra, Priyanka Arya, Naina Sareen, Sagal Singh, Vijay Snap, Lauren Robinson, Lovedeep Guleyani, Saloni Mahendru, Joshua D'Mello, Laxminarayan Tripathi, Aryan Pasha, Shivali Chhetri, Sushant Divgikar, Dame Imfala, Glorious Luna, Cashmakeupartistry, Himanshu Singh, Shaan Muttathil, Alyson Van, Diane Brown, Mandy Olsen, Rachel Allen, Jasmine Williams, Sheridan Ward, Anastasia Rutkowski, Ayesha Raza Mishra"
Ohm Shanthi Oshaana,2014,130 mins   More at IMDb TMDB  Report this page,"Comedy, Romance",Jude Anthany Joseph,3.73 out of 5,Ananya Films,India,Malayalam,"Nazriya Nazim, Nivin Pauly, Renji Panicker, Vineeth Sreenivasan, Aju Varghese, Vinaya Prasad, Lal Jose, Shobha Mohan, Nikki Galrani, Vijayaraghavan, Sharafudheen, Akshaya Premnath, Harikrishnan, Anju Kurian, Oshein Mertil, Nimisha Suresh, Poojitha Menon, Manju Satheesh, Salim Kumar, Pradeep Kottayam, Midhun Manuel Thomas"
Iraivi,2016,153 mins   More at IMDb TMDB  Report this page,"Drama, Romance, Family, Crime",Karthik Subbaraj,3.93 out of 5,Abi & Abi Pictures,India,Tamil,"S. J. Suryah, Vijay Sethupathi, Bobby Simha, Kamalinee Mukherjee, Anjali, Pooja Devariya, Karunakaran, Radha Ravi, Vadivukarasi, Cheenu Mohan, Bagavathi Perumal, Kaali Venkat, Gajaraj, Rajashree, Ramachandran Durairaj, Vivek Prasanna, Senthil Kumaran, Vaibhav, Santhosh Narayanan, Sathya Prema"
Satyaprem Ki Katha,2023,146 mins   More at IMDb TMDB  Report this page,"Romance, Drama",Sameer Vidwans,2.92 out of 5,Nadiadwala Grandson Entertainment,India,Hindi,"Kartik Aaryan, Kiara Advani, Gajraj Rao, Supriya Pathak, Siddharth Randeria, Shikha Talsania, Rajpal Yadav, Anuradha Patel, Nirmiti Sawant, Maira Doshi, Palash Tiwari, Arjun Aneja, Bhaumik Ahir, Kavya Jethwa"
Roja,1992,137 mins   More at IMDb TMDB  Report this page,"Drama, Action, Romance",Mani Ratnam,3.55 out of 5,Kavithalayaa Productions,India,Tamil,"Arvind Swamy, Madhoo, Nassar, Janagaraj, Pankaj Kapur, Shiva Rindani, Vaishnavi, C. K. Saraswathi, Sathyapriya, Vatsala Rajagopal, Sujitha, S. Ve. Venkatraman, Raju Sundaram"
The Diplomat,2025,132 mins   More at IMDb TMDB  Report this page,"Drama, Thriller",Shivam Nair,3.01 out of 5,T-Series,India,Hindi,"John Abraham, Sadia Khateeb, Kumud Mishra, Sharib Hashmi, Ashwath Bhatt, Ram Gopal Bajaj, Vidhatri Bandi, Jagjeet Sandhu, Jeet Raidutt, Bhawani Muzamil, Revathi, Suman Rana, Amitoj Mann, Darius Chinoy, Farheen, Vishal Vashishtha, Manoj Dutt, Shriswara Dubey, Shaunak Duggal, Maryam Patel, Prapti Shukla, Khalida Jan, Riyanka Acharya, Raghavv Bbhanot, Harry Chauhan, Benjamin Gilani, Mimicharvi Kadse, Parminder Singh Kainth, Abhishek Mishra, Sehar Shehnaz, Bajrangbali Singh, Nabjot Kaur Tiwana"
Bandit Queen,1994,119 mins   More at IMDb TMDB  Report this page,"History, Action, Drama, Crime",Shekhar Kapur,3.66 out of 5,Kaleidoscope Productions,India,Hindi,"Seema Biswas, Nirmal Pandey, Rajesh Vivek, Raghubir Yadav, Aditya Srivastava, Manoj Bajpayee, Ranjit Chowdhry, Harish Kumar, Govind Namdeo, Hemant Pandey, Sitaram Panchal, Lakshmi, Gajraj Rao, Saurabh Shukla, Anupam Shyam, Anirudh Agarwal, Aseem Bajaj, Pallavi Bharti, Kamia Bhatt, Puran Bhatt, Sunita Bhatt, Ashok Bulani, Mahesh Chandra, Deepak Chibber, G.B. Dixit, Sunil Gaekwad, Mandakini Goswami, Guddi, Pawan Gupta, Pradeep Gupta, Yogesh Gupta, Dhawal Gwaliori, Nazim Hussain, Raj Kumar Kamie, Surendra Kora, Sanjeev Kumar, Khunni Lal Maina, Agesh Markam, Hemant Mishra, Avinash Nemade, Ram Charan Nirmalker, Nazim Patel, Rakesh Raekwar, Savitri Raekwar, Dilip Raghuvanshi, Basant Rawat, Ajai Rohilla, Anil Kumar Sahu, Paritosh Sand, Ravi Sangde, K.D. Segan, Jeetendra Shastri, Gyan Shivpuri, Vijay Shukla, Chotelal Siraswal, Girish Solanki, Deepak Soni, Malabai Sonwani, Vinod Tiwari, Vibanshu Vaibhav, Uma Yaish, Shekhar Kapur, Ashok Sharma"
Housefull 2,2012,160 mins   More at IMDb TMDB  Report this page,"Romance, Comedy",Sajid Khan,2.80 out of 5,Nadiadwala Grandson Entertainment,India,Hindi,"Akshay Kumar, John Abraham, Ritesh Deshmukh, Asin Thottumkal, Rishi Kapoor, Randhir Kapoor, Shreyas Talpade, Zareen Khan, Shazahn Padamsee, Boman Irani, Mithun Chakraborty, Chunky Pandey, Malaika Arora, Jacqueline Fernandez, Ranjeet Bedi"
Sorgavaasal,2024,135 mins   More at IMDb TMDB  Report this page,"Crime, Thriller, Drama, Action",Sidharth Viswanath,3.17 out of 5,Think Studios,India,Tamil,"RJ Balaji, Selvaraghavan, Natarajan Subramaniam, Karunas, Saniya Iyyappan, Sharafudheen, Hakkim Shajahan, Balaji Sakthivel, Ravi Raghavendra, Samuel Abiola Robinson"
Mathu Vadalara 2,2024,139 mins   More at IMDb TMDB  Report this page,"Thriller, Crime, Comedy",Ritesh Rana,3.27 out of 5,Mythri Movie Makers,India,Telugu,"Sri Simha, Satya, Faria Abdullah, Sunil Varma, Rohini, Ajay, Vennela Kishore, Raja Chembolu, Gundu Sudarshan, Jeevan Kumar, Rohini Reddy, Baaji, Jhansi, Srinivasa Reddy, Athulya Chandra, Naresh Agastya, Rajiv Kanakala"
Ittefaq,2017,107 mins   More at IMDb TMDB  Report this page,"Thriller, Mystery, Crime",Abhay Chopra,3.32 out of 5,Dharma Productions,India,Hindi,"Akshaye Khanna, Sidharth Malhotra, Sonakshi Sinha, Mandira Bedi, Mir Sarwar, Himanshu Kohli, Ajay Jadhav, Trupti Khamkar, Hitesh Arora"
Hum Dil De Chuke Sanam,1999,178 mins   More at IMDb TMDB  Report this page,"Drama, Comedy, Romance",Sanjay Leela Bhansali,3.30 out of 5,Jhamu Sughand Productions,India,Hindi,"Aishwarya Rai Bachchan, Salman Khan, Ajay Devgn, Vikram Gokhale, Smita Jaykar, Zohra Sehgal, Rajeev Verma, Vinay Pathak, Sheeba Chaddha, Helen, Kermati Desai, Rekha Rao, Ghanshyam Nayak, Paresh Mokashi"
Good Newwz,2019,132 mins   More at IMDb TMDB  Report this page,"Comedy, Family, Drama, Romance",Raj Mehta,2.76 out of 5,Dharma Productions,India,Hindi,"Akshay Kumar, Diljit Dosanjh, Kareena Kapoor Khan, Kiara Advani, Tisca Chopra, Adil Hussain, Anjana Sukhani, Mohit Raina, Karan Johar, Badshah, Sukhbir, Harrdy Sandhu, Sambhav Jain"
Game Over,2019,97 mins   More at IMDb TMDB  Report this page,"Thriller, Horror",Ashwin Saravanan,3.19 out of 5,Y NOT Studios,India,Tamil,"Taapsee Pannu, Vinodhini Vaidyanathan, Anish Kuruvilla, Sanchana Natarajan, Ramya Subramanian, Maala Parvathi"
Bigil,2019,177 mins   More at IMDb TMDB  Report this page,"Drama, Action, Family",Atlee,2.67 out of 5,AGS Entertainment,India,Tamil,"Vijay, Nayanthara, Jackie Shroff, Kathir, Vivek, Daniel Balaji, Anandaraj, Yogi Babu, I. M. Vijayan, Arjan Bajwa, Indhuja Ravichandran, Amritha Aiyer, Reba Monica John, Varsha Bollamma, Gayathri Reddy, Indraja Shankar, Aadhirai Soundarajan, Shobana Selvam, Vinaya Seshan, Riddhi Ramesh, Devadarshini, Rohini, G. Gnanasambandam, Rama, Boxer Dheena, Manobala, Soundara Raja, Vijay Vishwa, Prajuna Sarah, T.M. Karthik, George Mariyan, Mathew Varghese, Anish Kuruvilla, Sahithya Jagannathan, Atlee, A.R. Rahman, Arun Alexander, Arun Venugopal, Raman Vijayan, RJ Ananthi, Aathma Patrick, Nithyaraj, TSR, Gana Balachandar, Poovaiyar"
Irugapatru,2023,153 mins   More at IMDb TMDB  Report this page,"Drama, Family, Romance",Yuvaraj Dhayalan,3.34 out of 5,Potential Studios,India,Tamil,"Vikram Prabhu, Shraddha Srinath, Vidharth, Abarnathi, Sri, Saniya Iyyappan, Manobala"
Perusu,2025,125 mins   More at IMDb TMDB  Report this page,Comedy,Ilango Ram,2.81 out of 5,Stone Bench Creations,India,Tamil,"Sunil, Vaibhav, Balasaravanan, Nakkalites Dhanam, Deepa Shankar, Niharika NM, Chandhini Tamilarasan, Rama, Munishkanth, Subathra Robert, Gajaraj, Redin Kingsley, Karunakaran, Swaminathan, VTV Ganesh, Kaarthekeyen S, Alex"
Mujhse Dosti Karoge!,2002,149 mins   More at IMDb TMDB  Report this page,"Comedy, Drama, Romance",Kunal Kohli,2.96 out of 5,Yash Raj Films,India,Hindi,"Hrithik Roshan, Rani Mukerji, Kareena Kapoor Khan, Satish Shah, Himani Shivpuri, Kiran Kumar, Smita Jaykar, Sachin Khedekar, Uday Chopra, Parikshat Sahni, Maya Alagh, Namuna Nembang, Barkha Singh"
Dum Laga Ke Haisha,2015,111 mins   More at IMDb TMDB  Report this page,"Drama, Romance, Comedy",Sharat Katariya,3.40 out of 5,Yash Raj Films,India,Hindi,"Bhumi Pednekar, Ayushmann Khurrana, Sheeba Chaddha, Sanjay Mishra, Seema Pahwa, Shrikant Verma, Alka Amin, Kumar Sanu, Chandrachoor Rai, V.K. Sharma"
Murder Mubarak,2024,142 mins   More at IMDb TMDB  Report this page,"Comedy, Thriller, Crime",Homi Adajania,2.49 out of 5,Maddock Films,India,Hindi,"Pankaj Tripathi, Sara Ali Khan, Vijay Varma, Tisca Chopra, Sanjay Kapoor, Karisma Kapoor, Dimple Kapadia, Suhail Nayyar, Aashim Gulati, Priyank Tiwari, Deven Bhojani, Brijendra Kala, Varun Mitra, Grusha Kapoor, Purnendu Bhattacharya, Paalin Kabak, Padmini Sardesai, Amaara Sangam, Beila Gupta, Trilochan Kalra, Varsha Arora, Gurkeet Kaur, Hardeep Gupta, Hitesh Sejpal, Shrikant Maski, Tara Alisha Berry, Hardika Sharma, Abeer Sandeep Jain, Alok Panwar, Kiara Sadh"
(Tillu)²,2024,123 mins   More at IMDb TMDB  Report this page,"Crime, Romance, Thriller, Comedy",Mallik Ram,3.11 out of 5,Sithara Entertainments,India,Telugu,"Siddhu Jonnalagadda, Anupama Parameswaran, Muralidhar Goud, Murali Sharma, Anish Kuruvilla, Praneeth Reddy Kallem, Prince Cecil, Neha Shetty, Narra Srinu, Brahmaji, C. V. L. Narasimha Rao, Kireeti Damaraju, Priyanka Jawalkar"
Lipstick Under My Burkha,2017,116 mins   More at IMDb TMDB  Report this page,"Comedy, Drama",Alankrita Shrivastava,3.60 out of 5,Balaji Motion Pictures,India,Hindi,"Aahana Kumra, Ratna Pathak Shah, Plabita Borthakur, Konkona Sen Sharma, Shashank Arora, Vikrant Massey, Sushant Singh, Sonal Jha, Mayur More, Akash Sisodia, Vaibhav Tatwawadi, Anwar Khan, Namita Dubey, Rajesh Tiwari, Ahmed Khan, Preeti Kochar, Garima Goel, Disha Arora, Jatin Jaiswal, Sonal Joshi, Vyoma Parihar, Sahiba Vij, Saurabh Pandey, Disha Patwa, Sarthak Ganguli, Aparna Ghoshal, Smith Mehta, Deepak Parihar, Shivangi Jai Pawar, Dev Sharma, Vikalp Sood, Vyapak Sood, Ranbeer Thakur, Jagat Singh"
Vicky Donor,2012,122 mins   More at IMDb TMDB  Report this page,"Comedy, Romance",Shoojit Sircar,3.36 out of 5,Eros International,India,Hindi,"Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia, Kamlesh Gill, Puja Gupta, Inderpal Singh, John Abraham, Swaroopa Ghosh, Krishna Singh Bisht"
8 A.M. Metro,2023,116 mins   More at IMDb TMDB  Report this page,Drama,Raj Rachakonda,3.63 out of 5,Platoon One Films,India,Hindi,"Saiyami Kher, Gulshan Devaiah, Nimisha Nair, Rajiv Kumar Aneja, Umesh Kamat, Kalpika Ganesh, Dheer Charan Shrivastav, Moin Jaan, Madhu Swaminath, Jay Jha, Kajol Dubey, Saurabh Dixit, Jayasri Rachakonda"
MAD,2023,124 mins   More at IMDb TMDB  Report this page,"Drama, Romance, Comedy",Kalyan Shankar,3.31 out of 5,Sithara Entertainments,India,Telugu,"Sangeeth Shobhan, Narne Nithin, Ram Nithin, Vishnu Oi, Sri Gouri Priya Reddy, Ananthika Sanilkumar, Gopika Udayan, Raghu Babu, Muralidhar Goud, Ravi Anthony, Karthikeya Samala, Srikanth N Reddy, Raghuram Sreepada, Sivannarayana Naripeddi, Racha Ravi, Ravi Teja Nannimala, Anudeep"
Long Distance,2024,87 mins   More at IMDb TMDB  Report this page,"Science Fiction, Action, Comedy",Will Speck,2.64 out of 5,DreamWorks Pictures,USA,English,"Anthony Ramos, Naomi Scott, Kristofer Hivju, Zachary Quinto, Izzy Jones, Leon Nurse-Joseph, Milan Walls-Smith, Paisley Roemer, Josh Gordon"
Chup Chup Ke,2006,165 mins   More at IMDb TMDB  Report this page,Comedy,Priyadarshan,3.29 out of 5,UTV Motion Pictures,India,Hindi,"Shahid Kapoor, Paresh Rawal, Rajpal Yadav, Kareena Kapoor Khan, Neha Dhupia, Om Puri, Shakti Kapoor, Suniel Shetty, Anupam Kher, Manoj Joshi, Sushma Reddy, Govardhan Asrani, Amita Nangia"
Ace,2025,154 mins   More at IMDb TMDB  Report this page,"Action, Crime, Comedy",P. Arumugakumar,2.57 out of 5,7C's Entertainment,India,Tamil,"Vijay Sethupathi, Rukmini Vasanth, Yogi Babu, B. S. Avinash, Babloo Prithiveeraj, Rajkumar, Divya Pillai, Denes Kumar, Alvin Martin, Jasper Supayah, Priscilla Nair"
Sooryavanshi,2021,145 mins   More at IMDb TMDB  Report this page,"Crime, Action, Thriller",Rohit Shetty,2.40 out of 5,Reliance Entertainment,India,Hindi,"Akshay Kumar, Katrina Kaif, Javed Jaffrey, Kumud Mishra, Abhimanyu Singh, Nikitin Dheer, Jackie Shroff, Ajay Devgn, Ranveer Singh, Gulshan Grover, Vivan Bhatena, Sikandar Kher, Rajendra Gupta, Amritpal Singh, Asif Basra, Uday Tikekar, Jayant Sawarkar, Pradeep Kabra, Micky Makhija, Siddharth Jadhav, Ashish Warang, Mrunal Jain, Anuradha Chandan, Sukanya Dhanda, Kishor Mahabole, Shruti Ulfat, Shaji Choudhary, Sofiya Khan, Krishna Kotian, Meenal Sahu, Anil Charanjeett, Niharica Raizada"
C/o Kancharapalem,2018,152 mins   More at IMDb TMDB  Report this page,"Drama, Romance",Venkatesh Maha,4.12 out of 5,Paruchuri Vijaya Praveena Arts,India,Telugu,"Kancharapalem Raju, Radha Bessy, Kesava Karri, Nitya Sri, Karthik Rathnam, Praneeta Patnaik, Mohan Bhagath, Praveena Paruchuri, Kishore Kumar Polimera, Sravani Bessy, Jeswanth Muppala, Nikita, Durga Devi Datla, Shailaja Goru, Ramesh Aditya"
King of Kotha,2023,174 mins   More at IMDb TMDB  Report this page,"Drama, Action, Crime",Abhilash Joshiy,2.40 out of 5,Wayfarer Films,India,Malayalam,"Dulquer Salmaan, Aishwarya Lekshmi, Shabeer Kallarakkal, Prasanna, Nyla Usha, Chemban Vinod Jose, Gokul Suresh, Shammi Thilakan, Shanthi Krishna, Saran Shakthi, Anikha Surendran, Pramod Veliyanad, Sudhi Koppa, Ritika Singh, Soubin Shahir, Govind V Pai, T G Ravi, Rahul Madhav, Sajitha Madathil, Adhri Joe, Senthil Krishna Rajamani, Rajesh Sharma, James Eliya, Bibin Perumbily, Manju Vani, Prasant Murali"
Vikram Vedha,2022,160 mins   More at IMDb TMDB  Report this page,"Action, Crime, Thriller",Gayathri,3.34 out of 5,Friday Filmworks,India,Hindi,"Saif Ali Khan, Hrithik Roshan, Radhika Apte, Rohit Saraf, Yogita Bihani, Sharib Hashmi, Satyadeep Misra, Sudhanva Deshpande, Govind Pandey, Manuj Sharma, Saurabh Sharma, Vijay Sanap, Bhupender Negi, Dev Chauhan, Kapil Sharma, Rati Shankar Tripathi, Bhushan Vikas, Sahidur Rahaman, Varun Pande, Vijay Srivastava, Ishan Tripathi, Drashti Bhanushali, Amarjeet Singh"
Aayirathil Oruvan,2010,181 mins   More at IMDb TMDB  Report this page,"Action, Adventure",Selvaraghavan,3.89 out of 5,Dream Valley Corporation,India,Tamil,"Karthi, R. Parthiban, Reema Sen, Andrea Jeremiah, Prathap Pothan, N. Azhagamperumal, Abhinaya, Crane Manohar, Aishwarya Rajinikanth"
Kabali,2016,150 mins   More at IMDb TMDB  Report this page,"Crime, Action, Drama",Pa. Ranjith,2.90 out of 5,V Creations,India,Tamil,"Rajinikanth, Radhika Apte, Sai Dhanshika, Winston Chao, Kishore, V R Dinesh, Kalaiyarasan, John Vijay, Nassar, Riythvika, Sangili Murugan, Rosyam Nor, Lingesh, Gajaraj, Hari Krishnan, Mime Gopi, Kabali Vishwanth, Charles Vinoth, Sampath Ram, Rama, Amarendran Ramanan, Udhayabanu Mageswaran, Poster Nandakumar, Norman Hakim, H. Vittal Prasad, Ramesh Thilak, Soundarya Bala Nandakumar, Darkkey Nagaraja"
Interview,1971,81 mins   More at IMDb TMDB  Report this page,Drama,Mrinal Sen,3.94 out of 5,Mrinal Sen Productions,India,"Bengali, Bangla","Ranjit Mallick, Karuna Banerjee, Shekhar Chattopadhyay, Bulbul Mukherjee, Mamata Chatterjee"
Blue Star,2024,166 mins   More at IMDb TMDB  Report this page,Drama,S. Jayakumar,3.20 out of 5,Neelam Productions,India,Tamil,"Ashok Selvan, Shanthanu Bhagyaraj, Keerthi Pandian, Prithvi Pandiarajan, Bagavathi Perumal, Elango Kumaravel, Lizzie Antony, Dhivya Dhuraisamy, Arun Balaji, Balaji Prasad, Jeyachandran, Jeyaperumal, Damu, Shajji, Saju Navodaya"
Agent Sai Srinivasa Athreya,2019,144 mins   More at IMDb TMDB  Report this page,"Crime, Mystery, Comedy",Swaroop RSJ,3.75 out of 5,Swadharm Entertainment,India,Telugu,"Naveen Polishetty, Shruti Sharma, Ram Dutt, Suhas, Shredha Rajagopalan, Darbha Appaji Ambarisha, Viswanath Mandalika, Prashant Yarramilli, Krishneswara Rao, Kranthi Priyam, Sandeep Raj, Vinu Varma, Lavanya, Mahija, Divya Vineeth, Suri K. Chaplin"
Rowdy Rathore,2012,143 mins   More at IMDb TMDB  Report this page,"Action, Comedy, Crime",Prabhu Deva,2.71 out of 5,Bhansali Productions,India,Hindi,"Akshay Kumar, Sonakshi Sinha, Nassar, Yashpal Sharma, Mushtaq Khan, Gurdeep Kohli, Paresh Ganatra, Amit Kumar Tiwari, Raj Arjun, Darshan Jariwala, Supreet, Ashok Samarth, Anant Jog, Shakti Mohan, Mumaith Khan, Kareena Kapoor Khan, Shakti Kapoor, Vijay, Prabhu Deva, Maryam Zakaria, Shruti Bapna, Jayant Gadekar"
Miss. Shetty Mr. Polishetty,2023,147 mins   More at IMDb TMDB  Report this page,"Comedy, Drama, Thriller, Romance",Mahesh Babu P.,3.13 out of 5,UV Creations,India,Telugu,"Anushka Shetty, Naveen Polishetty, Murali Sharma, Tulasi, Harshavardhan, Jayasudha, Bhadram, Keshav Deepak, Abhinav Gomatam, Koushik Mahata, Vinni Mobstaz, Nassar, Rohit Krishna Varma, Sonia Deepti"
Praying with Anger,1992,101 mins   More at IMDb TMDB  Report this page,"Comedy, Drama",M. Night Shyamalan,2.47 out of 5,Crescent Moon,USA,English,"M. Night Shyamalan, Michael Muthu, Richa Ahuja Badami, Sushma Ahuja, S.N. Parvathi, K. Subramanian, Arun Balachandran, K. Karthik, R Vijay Kumar, Vinodh, V.L. Narasimhan, Ravi, K. Vijayalakshmi, C. Kalidass, S.M. Sivakumar"
Aśoka,2001,175 mins   More at IMDb TMDB  Report this page,"Romance, History, Adventure, Drama, Action, War",Santosh Sivan,3.08 out of 5,Red Chillies Entertainment,India,Hindi,"Shah Rukh Khan, Kareena Kapoor Khan, Hrishitaa Bhatt, Danny Denzongpa, Sooraj Balaji, Rahul Dev, Ajith Kumar, Gerson Da Cunha, Subhashini Ali, Umesh Mehra, Vineet Sharma, Shweta Menon, Karan Dewani, Johnny Lever, Suresh Menon, Shilpa Mehta, Vivek Sharma, Gayatri Jayaraman, Dimple Inamdar, Shaan Mukherjee, Raghubir Yadav"
Doctor G,2022,124 mins   More at IMDb TMDB  Report this page,"Comedy, Drama",Anubhuti Kashyap,2.97 out of 5,Junglee Pictures,India,Hindi,"Ayushmann Khurrana, Rakul Preet Singh, Shefali Shah, Sheeba Chaddha, Abhay Chintamani Mishr, Ayesha Kaduskar, Indraneil Sengupta, Priyam Saha, Puja Sarup, Shraddha Gautam, Paresh Pahuja, Karishma Singh, Sharvari Deshpande, Sanjana Vij, Jhumma Mitra, Asif Iqbal, Anju Tiwari, Raj Kumar Sharma, Sajeev Johri, Devas Dixit, Rosy Sathpathy, Anuradha Athlekar, Akash Sinha, Vaishnavi Karmarkar"
Uski Roti,1970,106 mins   More at IMDb TMDB  Report this page,Drama,Mani Kaul,3.76 out of 5,National Film Development Corporation of India,India,Hindi,"Garima, Gurdeep Singh, Richa Vyas, Lakhanapal, Savita Bajaj, Rochak Pandit, John Abraham"
Guide,1965,183 mins   More at IMDb TMDB  Report this page,"Romance, Drama",Vijay Anand,3.85 out of 5,Navketan International Films,India,Hindi,"Dev Anand, Waheeda Rehman, Leela Chitnis, Anwar Hussain, Gajanan Jagirdar, Ulhas, Rashid Khan, Praveen Paul, Krishan Dhawan, Iftekhar"
Turbo,2024,150 mins   More at IMDb TMDB  Report this page,"Drama, Action, Comedy",Vysakh,2.61 out of 5,Mammootty Kampany,India,Malayalam,"Mammootty, Raj B Shetty, Anjana Jayaprakash, Kabir Duhan Singh, Niranjana Anoop, Shabareesh Varma, Sunil Varma, Bindu Panicker, Dileesh Pothan, Johny Antony, Amina Nijam, Namo Narayanan, Abin Bino, Prasanth Alexander, Abu Salim, Nishanth Sagar, Vijay Sethupathi, P N Sunny, Ananth Nag, Supergood Subramani, Adarsh Sukumaran, Kunchan, Mani Shornur, Sandhya Manoj, Rahul Rajagopal, Sruthy Suresh, Manju Satheesh, Kottayam Ramesh, Udhayabanu Mageswaran, Kavitha Bharathi, Aruldoss, Basil Paulose, Poster Nandakumar, Manjula Mohandas, Vineeth Thattil David, Jess Sweejan"
